"","comparison.shop","bills.on.time","monthly.expense.record","within.budget","credit.infull","maxout.creditcard","minimum.on.loan","maintain.emergency.fund","save.money.paycheck","save.longterm.goal","save.retirement","bought.stock","health.insurance","property.insurance","life.insurance","smartphone.warenty","OverallFMS","FMS_F1.saving","FMS_F2.insurance","FMS_F3.budget","FMS_F4.credit","IPAddress","vape","smoke","alcohol","alcohol.age","caffeine","marijuana","gamble","smoke.age","passed.out.from.drinking","register.vote","attention.to.politics","senate","donate.campaign","music.tax","green.tax","ideology","vote","vote.early","arrested","speedingtickets","caraccident","wealth.comparison","sustain.self","income.saved.percent","creditcard.late","payday.lending","sustainable.goods","actual.saved","actual.debt","prescription","fastfood","dentalstatus","exercise","vaccination","washinghands","television","high.adreneline","physical.fight","luxurygoods","shopping.anxiety","check.online","had.sex","sex.age","adultry","multple.partners","inebriated.sex","age","marital.status","have.children","politcal.affiliation","age.firstchild","weight","employmentstatus","hoseholdincome","expected.householdincome","english.native","Minutes_to_Complete","bmi","SingleParent","bat.ball","widgets","lilypads","CRT","fighter","political.knowledge","electronic.smoker","smoker","never.smoked","never.drank","drinker","marijuana.user","gambler","internet.user","speedingticket.had","car.accident.had","gender","othergender","No.Sex.Answer","Single","Married","Widowed","Divorced","Separated","Democrat","Republican","Independent","Other.Political.Party","No.Political.Party","Employed","Self.Employed","Seeking.Work","Not.Seeking.Work","Homemaker","Student","Military","Retired","Unable.to.Work","white","black","asian","hispanic","ss.beta","ss.delta","tds.beta","tds.delta","sl.beta","sl.delta","tdl.beta","tdl.delta","ssp.consistent","ssp.indifference","ssf.consistent","ssf.indifference","slf.consistent","slf.indifference","slp.consistent","slp.indifference","tdsp.consistent","tdsp.indifference","tdlp.consistent","tdlp.indifference","tdsf.consistent","tdsf.indifference","tdlf.consistent","tdlf.indifference","average","ssp.indifference.consistent","ssf.indifference.consistent","slf.indifference.consistent","slp.indifference.consistent","tdsp.indifference.consistent","tdlp.indifference.consistent","tdsf.indifference.consistent","tdlf.indifference.consistent","average.consistent","ssp.k","ssp.exponential","ssf.k","ssf.exponential","slf.k","slf.exponential","slp.k","slp.exponential","tdsp.k","tdsp.exponential","tdlp.k","tdlp.exponential","tdsf.k","tdsf.exponential","tdlf.k","tdlf.exponential","avg.exponential","avg.k","Patience","s.Patience","td.Patience","Confused","nostalgic","interested","happy","alert","stressed","pleasant","irritable","hostile","depressed","passive","jittery","upset","active","at.ease","afraid","wistful","enthusiastic","sad","guilty","distressed","proud","quiet","attentive","strong","amazed","lonely","excited","relaxed","elated","worried","inspired","thankful","terrified","ashamed","gloomy","determined","drowsy","irritated","scared","shy","powerful","nervous","Emo_Neg","Emo_Pos","Emo_EBDMS","Emo_LR","Emo_SHPS","F_fear","F_hostile","F_guilt","F_sad","F_jovial","F_assured","F_attentive","F_shy","F_fatigue","F_serene","F_surprise","F_power","F_gratitude","F_nostalgia","F_anxiety","F_pride","F_depressed","F_stressed","F_anger","F_happy","F_fearful","F_disgust"
"11",4,5,4,4,4,5,3,3,3,3,3,1,3,3,3,0,3.1875,2.6,3,4.25,4,"172.125.123.24",1,1,2,18,2,2,1,NA,0,1,2,2,2,1,1,-1,1,1,2,0,0,3,3,5,1,2,1,3,6,2,1,1,5,2,99,3,2,2,2,1,10,1,1,2,2,1,25,1,2,1,NA,135,1,3,3,1,10.2666666666667,19.9357941248964,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.567300444974745,1,0.926699064008951,1,0.567300444974745,1,0.994365674076519,1,0.0333333333333333,1,0.0333333333333333,1,0.0333333333333333,1,0.0333333333333333,1,0.633333333333333,1,0.966666666666667,1,0.633333333333333,1,0.966666666666667,0.708333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.633333333333333,0.966666666666667,0.633333333333333,0.966666666666667,0.416666666666667,4.83333333333333,0.762734383267615,-1.26086956521739,0.518920381500823,-1.26086956521739,0.535608303079952,4.83333333333333,0.762734383267615,0.0964912280701754,0.0790989640951454,0.00574712643678161,0.00566625143080657,0.106796116504854,0.0674271287841435,0.00578034682080925,0.00485482547267591,0.366717890303875,0.919967794258063,0.421875,0.03125,0.390625,0,3,4,4,4,1,4,1,1,1,3,1,1,4,4,1,3,4,1,1,1,4,1,4,4,4,1,4,4,4,1,4,4,1,1,1,4,1,1,1,1,4,1,1,4,22,23,41,1.004353939,1.028085466,1.033351052,1.091129759,3.788569597,3.312173356,3.902022756,1.157266402,1.23604587,3.984568659,2.763017586,3.148347915,3.806349002,2.405403479,1.632290486,2.728001041,1.11987558,1,1.096730591,3.901675653,1.017482937,0.998079243
"12",5,5,5,5,5,4,4,2,5,5,5,2,5,5,5,1,4.25,3.8,5,5,4.33333333333333,"172.72.240.130",1,1,3,16,1,1,1,NA,0,1,3,2,1,1,1,-1,1,1,2,0,0,3,7,23,1,2,1,6,7,1,1,1,5,2,100,4,1,0,2,1,3,1,1,2,2,1,28,1,2,5,NA,200,1,4,4,1,10.5166666666667,30.4095590890144,0,1,1,1,3,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.931034482758621,0.994365674076519,1,0.98259319385269,29,0.567300444974745,1,0.994365674076519,1,0.9,1,0.966666666666667,1,0.0333333333333333,1,0.966666666666667,1,0.9,1,0.966666666666667,1,0.9,1,0.966666666666667,0.9125,0.9,0.966666666666667,0.0333333333333333,0.966666666666667,0.9,0.966666666666667,0.9,0.966666666666667,0.825,0.0185185185185185,0.0177151706893666,0.00578034682080925,0.00485482547267591,-1.26086956521739,0.535608303079952,0.00574712643678161,0.00566625143080657,0.0185185185185185,0.0177151706893666,0.00574712643678161,0.00566625143080657,0.0188679245283019,0.0151653465554913,0.00578034682080925,0.00485482547267591,0.087156429349711,-0.147738707142109,0.8046875,0.3515625,0.453125,0,1,3,2,1,1,3,1,1,1,3,1,1,4,4,1,1,1,1,1,1,3,1,4,3,1,1,2,4,2,1,3,2,1,1,1,4,1,1,1,1,1,1,1,2.8,27,23,56,1.004353939,0.996465466,1.033351052,1.093049759,2.020519597,2.279183356,3.111992756,1.064836402,1.27342587,3.928558659,1.103287586,1.668327915,2.253329002,1.138023479,1.874060486,1.931491041,1.11987558,1,1.065950591,2.695555653,1.007762937,0.998079243
"13",5,4,4,4,4,5,4,2,3,3,2,2,1,4,1,1,3.0625,2.4,2,4.25,4.33333333333333,"173.154.171.105",2,5,3,15,6,1,2,15,0,1,2,2,2,1,2,0,1,2,1,2,0,3,3,6,1,2,2,3,3,1,1,1,2,2,100,3,2,10,2,1,1,1,1,2,2,1,48,4,1,5,25,225,1,3,3,1,19.5,30.5151478358512,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.95668235415892,0.368421052631579,0.926699064008951,0.703703703703704,0.98259319385269,1,0.909678529410693,1,0.766666666666667,1,0.766666666666667,1,0.9,1,0.633333333333333,1,0.233333333333333,1,0.566666666666667,1,0.633333333333333,1,0.566666666666667,0.816666666666667,0.766666666666667,0.766666666666667,0.9,0.633333333333333,0.233333333333333,0.566666666666667,0.633333333333333,0.566666666666667,0.633333333333333,0.0507246376811594,0.0452790266829615,0.0534351145038168,0.0386871865232354,0.0188679245283019,0.0151653465554913,0.0964912280701754,0.0790989640951454,0.547619047619048,0.274492260325429,0.127450980392157,0.0992894387073406,0.106796116504854,0.0674271287841435,0.146067415730337,0.0845233446734155,0.0879953370433952,0.143431558128731,0.625,0.375,0.25,0,2,4,2,4,2,3,1,1,1,2,1,1,4,3,1,1,4,1,1,2,2,3,4,3,1,1,2,3,1,1,4,2,1,1,1,4,2,1,1,1,2,1,1.1,3.5,16,34,45,1.027483939,1.000845466,1.033351052,1.119979759,2.543089597,2.274603356,3.852942756,1.083346402,1.98412587,3.131788659,1.167927586,2.010107915,2.255749002,1.804323479,2.103390486,2.013791041,1.27111558,2,1.135490591,2.616525653,1.046822937,1.032369243
"14",3,5,4,3,4,2,2,4,3,4,4,4,5,4,4,0,3.4375,3.8,4.33333333333333,3.75,2.66666666666667,"173.169.91.101",3,1,3,21,1,1,2,NA,0,1,2,2,2,2,2,1,1,1,2,0,0,3,12,15,1,2,1,5,2,1,1,1,4,2,93,2,2,2,2,3,3,1,1,2,3,3,32,2,2,4,NA,200,1,4,4,1,12.3666666666667,31.3240813605708,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.66666666666667,0.681292069057961,1.08,0.9700701154458,3,0.567300444974745,1,0.98259319385269,1,0.166666666666667,1,0.1,1,0.0333333333333333,1,0.1,1,0.9,1,0.9,1,0.833333333333333,1,0.9,0.745833333333333,0.166666666666667,0.1,0.0333333333333333,0.1,0.9,0.9,0.833333333333333,0.9,0.491666666666667,0.833333333333333,0.348006154597278,1.57509019088424,0.389495494373138,-1.26086956521739,0.535608303079952,1.5,0.467799267622069,0.0185185185185185,0.0177151706893666,0.0185185185185185,0.0177151706893666,0.0344827586206897,0.0263880962570395,0.0188679245283019,0.0151653465554913,0.238487286730031,-0.229643563962254,0.4921875,0.0625,0.4296875,0,3,3,4,4,2,3,3,2,2,3,1,3,3,3,2,3,4,2,2,3,3,2,4,3,4,3,4,4,4,2,4,2,2,1,3,4,2,3,2,2,3,2,2.1,3.6,29,26,46,1.793283939,2.149965466,1.816581052,2.526579759,3.591869597,2.740603356,3.833732756,1.931496402,2.17379587,3.563528659,2.879807586,2.575037915,2.295639002,2.591633479,2.378690486,2.599581041,2.28132558,2,2.524390591,3.444045653,1.777952937,1.884259243
"15",4,3,2,4,3,4,5,1,3,2,2,1,2,3,3,0,2.625,1.8,2.66666666666667,3.25,4,"173.173.79.165",1,1,1,0,5,1,1,NA,NA,1,1,2,1,2,1,-0.33,1,2,2,0,0,5,4,15,1,2,1,8,1,2,2,1,1,2,93,3,1,0,3,1,4,1,3,3,3,3,23,1,2,1,NA,200,1,4,4,1,6.81666666666667,27.894029206031,0,1,1,1,3,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.17391304347826,0.95668235415892,0.647058823529412,0.909678529410693,0.92,0.9700701154458,0.894736842105263,0.926699064008951,1,0.9,1,0.766666666666667,1,0.833333333333333,1,0.766666666666667,1,0.366666666666667,1,0.566666666666667,1,0.566666666666667,1,0.633333333333333,0.8375,0.9,0.766666666666667,0.833333333333333,0.766666666666667,0.366666666666667,0.566666666666667,0.566666666666667,0.633333333333333,0.675,0.0185185185185185,0.0177151706893666,0.0534351145038168,0.0386871865232354,0.0344827586206897,0.0263880962570395,0.0507246376811594,0.0452790266829615,0.287878787878788,0.18201075525612,0.127450980392157,0.0992894387073406,0.146067415730337,0.0845233446734155,0.106796116504854,0.0674271287841435,0.0701650184467028,0.10316929122879,0.6640625,0.3984375,0.265625,0,1,1,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,4,1,1,1,1,4,1,1,1,1,2,1,1,2.2,33,23,43,1.004353939,0.996465466,1.033351052,1.096889759,2.315309597,1.744093356,2.621692756,1.064836402,1.34818587,1.301578659,1.152227586,1.657337915,1.323119002,1.127083479,2.770630486,1.925851041,1.09944558,1,1.065950591,2.474125653,1.007762937,0.998079243
"16",3,5,4,4,3,4,5,2,2,3,1,1,2,2,2,0,2.6875,1.8,2,4,4,"173.61.24.140",1,3,2,16,5,2,1,15,0,1,3,2,2,1,1,-0.33,1,3,2,0,0,2,2,6,1,2,2,2,1,1,1,1,2,2,86,2,1,0,1,1,1,1,1,2,2,1,25,1,2,5,NA,160,2,2,4,1,9.21666666666667,23.627607851729,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.966988996332111,0.999944436726823,1,0.95668235415892,1,0.994365674076519,0.833333333333333,1,1,0.966666666666667,1,0.999666666666667,1,0.966666666666667,1,0.966666666666667,1,0.766666666666667,1,0.833333333333333,1,0.766666666666667,1,1,0.954145833333333,0.966666666666667,0.999666666666667,0.966666666666667,0.966666666666667,0.766666666666667,0.833333333333333,0.766666666666667,1,0.908291666666667,0.00574712643678161,0.00566625143080657,5.5577168899025e-05,4.76281200740836e-05,0.00578034682080925,0.00485482547267591,0.00574712643678161,0.00566625143080657,0.0507246376811594,0.0452790266829615,0.0333333333333333,0.0308533208864445,0.0534351145038168,0.0386871865232354,0,0,0.0163818113183756,0.0193529077976976,0.890625,0.4765625,0.4140625,0,1,3,2,4,2,3,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,3,5,2,1,1,1,3,1,1,1,2,1,1,1,4,2,1,1,1,1,1,1.1,2.4,20,31,42,1.198223939,0.996465466,1.033351052,1.093049759,1.502529597,1.567193356,4.124172756,1.064836402,1.94959587,3.150758659,1.078787586,1.294257915,2.183619002,1.127083479,2.158480486,1.552231041,1.20252558,2,1.103090591,2.616525653,1.007762937,0.998079243
"17",4,5,4,5,5,4,4,4,4,5,1,1,4,4,4,0,3.625,3,4,4.5,4.33333333333333,"173.70.146.101",2,2,2,14,2,2,1,16,0,1,2,2,2,2,1,-0.66,1,1,2,0,0,2,58,66,1,2,1,6,1,2,1,1,4,2,92,1,1,0,2,2,5,1,1,2,2,2,54,2,2,1,NA,143,1,4,4,1,13.3166666666667,24.5456220404628,0,1,1,1,3,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.08695652173913,0.95668235415892,1,0.98259319385269,1,0.98259319385269,1,0.98259319385269,1,0.833333333333333,1,0.766666666666667,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,1,0.9,0.9375,0.833333333333333,0.766666666666667,0.9,0.9,0.9,0.9,0.9,0.9,0.875,0.0333333333333333,0.0308533208864445,0.0534351145038168,0.0386871865232354,0.0188679245283019,0.0151653465554913,0.0185185185185185,0.0177151706893666,0.0185185185185185,0.0177151706893666,0.0185185185185185,0.0177151706893666,0.0188679245283019,0.0151653465554913,0.0188679245283019,0.0151653465554913,0.0210227573930317,0.0248659721222014,0.8515625,0.4140625,0.4375,0,3,4,2,5,4,2,3,2,4,2,1,3,3,2,1,2,4,4,2,3,2,2,4,3,2,2,1,2,2,3,4,2,1,2,2,4,2,3,1,2,1,2,2,3.4,27,26,47,1.400033939,2.071745466,2.086921052,2.735309759,2.350669597,2.224393356,4.090142756,1.873886402,2.27173587,2.279008659,1.734157586,1.655257915,2.156399002,2.665383479,2.948380486,2.013621041,2.75153558,4,2.524160591,2.139515653,1.453732937,1.776919243
"18",4,5,5,4,4,5,5,4,5,4,2,1,4,4,3,0,3.6875,3.2,3.66666666666667,4.5,4.66666666666667,"173.89.228.75",1,1,2,21,5,1,1,NA,0,2,2,2,2,2,2,-0.66,NA,NA,2,0,0,3,3,50,1,2,2,2,6,1,1,1,4,2,100,3,1,0,1,1,5,1,1,2,2,2,29,1,2,1,NA,170,1,1,1,1,10.7,25.1043333424621,0,0,1,1,2,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.826086956521739,0.95668235415892,0.846153846153846,0.869902040586445,0.473684210526316,0.926699064008951,1.10526315789474,0.926699064008951,1,0.633333333333333,1,0.766666666666667,1,0.633333333333333,1,0.3,1,0.366666666666667,1,0.7,1,0.433333333333333,1,0.633333333333333,0.779166666666667,0.633333333333333,0.766666666666667,0.633333333333333,0.3,0.366666666666667,0.7,0.433333333333333,0.633333333333333,0.558333333333333,0.0964912280701754,0.0790989640951454,0.0534351145038168,0.0386871865232354,0.106796116504854,0.0674271287841435,0.388888888888889,0.222211758324114,0.287878787878788,0.18201075525612,0.0714285714285714,0.0612482652252517,0.278688524590164,0.126892679096592,0.106796116504854,0.0674271287841435,0.105625483261093,0.173800418546264,0.5546875,0.2890625,0.265625,0,2,5,5,4,1,5,1,1,1,4,1,1,4,5,1,1,4,1,1,1,4,4,4,4,3,1,3,5,3,1,5,4,1,1,1,5,1,1,1,1,3,1,1,4.2,31,28,48,1.004353939,1.016525466,1.033351052,1.089209759,3.851709597,3.176653356,4.215302756,1.126456402,1.19866587,4.848638659,2.188207586,2.757637915,3.953959002,1.777183479,1.299200486,2.786931041,1.13316558,1,1.081340591,4.782175653,1.012622937,0.998079243
"19",4,5,5,5,4,5,3,4,5,4,5,3,5,5,5,0,4.1875,4.2,5,4.75,4,"174.45.181.133",1,1,2,22,5,1,1,NA,0,1,2,2,2,2,2,1,1,2,2,0,0,3,6,10,1,2,1,7,2,1,2,1,5,2,100,2,1,0,1,1,2,1,1,2,2,2,48,2,1,4,30,130,1,4,5,1,18.4166666666667,20.9823165284531,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.890898718140339,1,0.890898718140339,0.894736842105263,0.926699064008951,1,0.890898718140339,1,0.5,1,0.5,1,0.633333333333333,1,0.566666666666667,1,0.5,1,0.5,1,0.5,1,0.5,0.7625,0.5,0.5,0.633333333333333,0.566666666666667,0.5,0.5,0.5,0.5,0.525,0.166666666666667,0.122462048309373,0.2,0.104089513673812,0.106796116504854,0.0674271287841435,0.127450980392157,0.0992894387073406,0.166666666666667,0.122462048309373,0.166666666666667,0.122462048309373,0.2,0.104089513673812,0.2,0.104089513673812,0.10579640668013,0.166780887112126,0.5234375,0.2734375,0.25,0,1,4,4,4,1,4,1,1,1,4,1,1,2,3,1,1,2,1,1,1,2,3,4,2,1,1,1,3,1,1,2,4,1,1,1,4,1,1,1,1,2,1,1,2.7,34,24,52,1.004353939,0.996465466,1.033351052,1.091129759,2.293779597,1.887003356,3.895262756,1.064836402,1.23604587,3.176508659,1.103227586,1.752317915,3.697009002,1.143493479,1.885390486,1.951791041,1.14546558,1,1.065950591,3.822645653,1.007762937,0.998079243
"20",4,4,2,2,1,3,2,1,2,1,1,2,1,1,1,0,1.75,1.4,1,3,2,"175.158.203.254",1,1,3,21,2,2,2,NA,0,2,2,2,2,1,1,-0.66,NA,NA,2,0,0,5,2,5,1,2,2,3,7,3,1,2,4,2,90,3,1,0,1,2,10,1,1,2,2,1,24,1,2,1,NA,150,2,1,1,1,13.7166666666667,24.2103652251382,0,1,1,1,3,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.84,0.9700701154458,0.473684210526316,0.926699064008951,1.10526315789474,0.926699064008951,0.578947368421052,0.926699064008951,1,0.7,1,0.833333333333333,1,0.633333333333333,1,0.7,1,0.3,1,0.366666666666667,1,0.633333333333333,1,0.633333333333333,0.8,0.7,0.833333333333333,0.633333333333333,0.7,0.3,0.366666666666667,0.633333333333333,0.633333333333333,0.6,0.0714285714285714,0.0612482652252517,0.0344827586206897,0.0263880962570395,0.106796116504854,0.0674271287841435,0.0714285714285714,0.0612482652252517,0.388888888888889,0.222211758324114,0.287878787878788,0.18201075525612,0.106796116504854,0.0674271287841435,0.106796116504854,0.0674271287841435,0.0944235658300259,0.146811990970009,0.59375,0.3515625,0.2421875,0,2,3,2,3,3,2,4,3,3,3,3,4,3,1,1,3,2,4,1,4,2,2,3,2,2,4,2,2,2,1,2,1,1,1,4,2,1,3,1,2,2,2,2.4,2.4,31,23,37,1.841003939,2.426945466,1.595161052,3.633229759,1.966159597,1.912473356,2.676512756,1.809576402,1.66224587,1.872428659,1.745997586,1.831887915,1.391879002,2.008893479,3.257250486,1.842061041,2.50658558,3,2.621400591,2.078705653,1.450902937,1.657959243
"21",5,5,4,5,4,3,4,2,3,3,2,1,5,5,1,0,3.25,2.2,3.66666666666667,4.75,3.66666666666667,"181.50.202.235",1,5,3,16,2,1,2,16,0,1,2,2,2,1,2,-0.66,1,2,2,0,0,3,1,5,2,2,1,3,2,1,1,1,2,2,100,4,1,5,1,1,1,1,1,1,2,2,32,2,2,1,NA,166,1,2,2,1,11.7666666666667,25.2399340438819,0,1,1,1,3,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.925925925925926,0.98259319385269,NA,NA,0.925925925925926,0.98259319385269,0.925925925925926,0.98259319385269,1,0.833333333333333,1,0.9,1,0.9,1,0.833333333333333,0,0.000333333333333333,1,0.833333333333333,1,0.9,1,0.9,0.818770833333333,0.833333333333333,0.9,0.9,0.833333333333333,NA,0.833333333333333,0.9,0.9,NA,0.0333333333333333,0.0308533208864445,0.0188679245283019,0.0151653465554913,0.0188679245283019,0.0151653465554913,0.0333333333333333,0.0308533208864445,NA,NA,0.0333333333333333,0.0308533208864445,0.0188679245283019,0.0151653465554913,0.0188679245283019,0.0151653465554913,0.0218887641258998,0.0250673854447439,0.765625,0.421875,0.34375,1,1,4,4,1,1,4,1,1,1,1,1,1,3,4,1,1,3,1,1,1,2,3,5,2,1,1,2,4,2,1,3,2,1,1,1,5,1,1,1,1,1,1,1,3,21,30,52,1.004353939,0.996465466,1.033351052,1.091129759,2.794139597,1.865413356,3.732612756,1.064836402,1.23604587,4.014828659,1.103287586,1.396107915,2.371699002,1.127083479,1.694850486,2.024041041,1.08099558,1,1.065950591,3.901675653,1.007762937,0.998079243
"22",4,4,4,4,3,2,2,2,2,3,3,2,3,3,2,0,2.6875,2.4,2.66666666666667,4,2.33333333333333,"186.65.90.89",3,4,3,16,2,4,1,15,3,1,2,2,2,1,2,-1,1,2,1,3,1.53464616078293,4,1,10,4,2,1,2,7,3,1,1,2,2,60,2,1,2,1,1,3,1,1,3,3,1,36,2,1,6,31,155,1,2,2,1,18.3333333333333,20.4495582569698,0,1,1,1,3,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0476190476190476,0.942286581535894,1,0.818188823000027,0.578947368421052,0.926699064008951,1.22222222222222,0.818188823000027,1,0.0333333333333333,1,0.7,1,0.633333333333333,1,0.366666666666667,1,0.3,1,0.366666666666667,1,0.3,1,0.3,0.6875,0.0333333333333333,0.7,0.633333333333333,0.366666666666667,0.3,0.366666666666667,0.3,0.3,0.375,4.83333333333333,0.762734383267615,0.0769230769230769,0.0522740281413674,0.106796116504854,0.0674271287841435,0.287878787878788,0.18201075525612,0.388888888888889,0.222211758324114,0.287878787878788,0.18201075525612,0.636363636363636,0.18767321898012,0.636363636363636,0.18767321898012,0.230501905873715,0.906803283016875,0.3828125,0.21875,0.1640625,0,3,3,4,3,2,4,2,1,2,2,2,2,3,4,1,3,4,2,2,2,3,2,3,3,3,3,4,4,3,2,3,3,1,2,2,3,2,2,2,2,3,2,1.8,3.2,38,21,47,1.688403939,1.453025466,1.879361052,2.270379759,3.549039597,2.656353356,3.026422756,1.798236402,2.03945587,3.943018659,2.296007586,2.494137915,3.049259002,2.614433479,2.152840486,2.438151041,1.98944558,2,1.773020591,3.899355653,1.285732937,1.476389243
"23",4,5,4,3,4,1,2,3,4,5,4,3,4,5,4,0,3.4375,3.8,4.33333333333333,4,2.33333333333333,"192.210.171.151",4,6,3,30,5,1,4,23,14,1,3,2,1,1,1,0.66,1,1,2,88.7774899477134,1,2,12,88,2,1,1,4,4,1,1,2,3,1,90,2,2,3,5,5,5,3,NA,NA,NA,NA,30,1,2,5,NA,150,2,3,2,1,12.4166666666667,21.5225205960616,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0.000333333333333333,0,3.33333333333333e-05,0,0.000333333333333333,0,3.33333333333333e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453125,0.21875,0.234375,1,5,4,4,3,3,4,4,5,3,4,3,4,3,3,5,3,5,4,4,4,3,5,3,4,4,4,4,4,5,5,4,3,4,4,4,4,5,4,5,4,5,4,4.2,3.7,31,23,48,4.121503939,4.139755466,3.849111052,3.823879759,3.977919597,3.374843356,3.343082756,3.643976402,4.29216587,3.589278659,3.562077586,3.873087915,3.117419002,4.373233479,3.136140486,3.467291041,3.84513558,3,3.974470591,3.839705653,3.510552937,3.580009243
"24",4,4,3,3,5,5,4,3,3,4,3,2,4,3,3,0,3.3125,3,3.33333333333333,3.5,4.66666666666667,"199.87.120.126",1,1,1,0,3,1,1,NA,NA,1,2,2,2,2,2,0.33,1,2,2,0,1,3,4,25,1,2,2,5,5,2,1,1,2,1,60,2,1,0,2,2,5,1,1,2,2,2,25,2,2,4,NA,140,1,2,2,1,15.5666666666667,18.4705687482308,0,1,1,1,3,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.333333333333333,0.818188823000027,1.10526315789474,0.926699064008951,1.26666666666667,0.890898718140339,0.851851851851852,0.98259319385269,1,0.1,1,0.3,1,0.5,1,0.633333333333333,1,0.7,1,0.766666666666667,1,0.633333333333333,1,0.9,0.783333333333333,0.1,0.3,0.5,0.633333333333333,0.7,0.766666666666667,0.633333333333333,0.9,0.566666666666667,1.5,0.467799267622069,0.636363636363636,0.18767321898012,0.2,0.104089513673812,0.0964912280701754,0.0790989640951454,0.0714285714285714,0.0612482652252517,0.0507246376811594,0.0452790266829615,0.106796116504854,0.0674271287841435,0.0188679245283019,0.0151653465554913,0.128472591452374,0.335084014322087,0.5625,0.1953125,0.3671875,0,4,4,3,2,3,4,2,1,3,3,3,2,3,2,4,3,3,3,3,3,3,4,5,3,3,3,4,3,4,3,3,4,2,2,2,4,3,2,2,2,2,3,2.5,3.4,28,26,50,2.735293939,2.030845466,2.531651052,2.726219759,3.176989597,2.571653356,3.724822756,2.168446402,2.78043587,2.841738659,2.596857586,2.270767915,3.734799002,3.388873479,2.727230486,2.337271041,2.58004558,3,2.191410591,3.357185653,2.783132937,2.071069243
